status,renewal,reinstate,old_user_id,first,last,description,category_id, premium,business_type_id,source_type_id,lenght_type_id,notes,policy_number,zip_code,date_written,date_issued,date_effective,date_canceled
2,0,0,0,Lannie,Snelson,Lannie's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  69,AUT-10063,92069,2015:01:10 12:00:00,2015:01:20 12:00:00,2015:01:20 12:00:00,
2,0,0,0,Vincent,Ranson,Vincent's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  74,AUT-10068,92074,2015:01:11 12:00:00,2015:01:21 12:00:00,2015:01:21 12:00:00,
2,0,0,0,Sung,Aigner,Sung's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  79,AUT-10072,92079,2015:01:12 12:00:00,2015:01:22 12:00:00,2015:01:22 12:00:00,
2,0,0,0,Krystyna,Torain,Krystyna's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  84,AUT-10077,92084,2015:01:12 12:00:00,2015:01:22 12:00:00,2015:01:22 12:00:00,
2,0,0,0,Elodia,Rhodus,Elodia's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  89,AUT-10082,92089,2015:01:13 12:00:00,2015:01:23 12:00:00,2015:01:23 12:00:00,
2,0,0,0,Hollie,Patti,Hollie's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  94,AUT-10086,92094,2015:01:14 12:00:00,2015:01:24 12:00:00,2015:01:24 12:00:00,
2,0,0,0,Delois,Morrow,Delois's Auto / Auto DSS, 3,500.00, 1, 1, 1,Policy Number  99,AUT-10091,92099,2015:01:15 12:00:00,2015:01:25 12:00:00,2015:01:25 12:00:00,
2,0,0,0,Scotty,Strosnider,Scotty's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  104,AUT-10093,92104,2015:01:15 12:00:00,2015:01:25 12:00:00,2015:01:25 12:00:00,
2,0,0,0,Collen,Donoho,Collen's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  109,AUT-10096,92109,2015:01:16 12:00:00,2015:01:26 12:00:00,2015:01:26 12:00:00,
2,0,0,0,Donita,Florez,Donita's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  114,AUT-10101,92114,2015:01:17 12:00:00,2015:01:27 12:00:00,2015:01:27 12:00:00,
2,0,0,0,Ivana,Ouellette,Ivana's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  119,AUT-10106,92119,2015:01:17 12:00:00,2015:01:27 12:00:00,2015:01:27 12:00:00,
2,0,0,0,Blanca,Godard,Blanca's Auto / Auto Short, 4,500.00, 2, 3, 1,Policy Number  124,AUT-10110,92124,2015:01:18 12:00:00,2015:01:28 12:00:00,2015:01:28 12:00:00,
2,0,0,0,Danita,Sheffield,Danita's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  129,AUT-10115,92129,2015:01:19 12:00:00,2015:01:29 12:00:00,2015:01:29 12:00:00,
2,0,0,0,Twanda,Ricciardi,Twanda's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  134,AUT-10120,92134,2015:01:20 12:00:00,2015:01:30 12:00:00,2015:01:30 12:00:00,
2,0,0,0,Melodie,Nephew,Melodie's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  139,AUT-10124,92139,2015:01:20 12:00:00,2015:01:30 12:00:00,2015:01:30 12:00:00,
2,0,0,0,Elisa,Nelsen,Elisa's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  144,AUT-10129,92144,2015:01:21 12:00:00,2015:01:31 12:00:00,2015:01:31 12:00:00,
2,0,0,0,Hailey,Bucholz,Hailey's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  149,AUT-10134,92149,2015:01:22 12:00:00,2015:02:01 12:00:00,2015:02:01 12:00:00,
2,0,0,0,Aurea,Rosa,Aurea's Auto / ATV/Snow, 2,500.00, 1, 1, 1,Policy Number  154,AUT-10137,92154,2015:01:22 12:00:00,2015:02:01 12:00:00,2015:02:01 12:00:00,
2,0,0,0,Lenora,Fairley,Lenora's Health / Credit Dis, 42,10000.00, 1, 3, 3,Policy Number  159,HLT-10003,92159,2015:01:23 12:00:00,2015:02:02 12:00:00,2015:02:02 12:00:00,
2,0,0,0,Leone,Trunzo,Leone's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  164,AUT-10146,92164,2015:01:24 12:00:00,2015:02:03 12:00:00,2015:02:03 12:00:00,
2,0,0,0,Jona,Duffield,Jona's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  169,AUT-10150,92169,2015:01:25 12:00:00,2015:02:04 12:00:00,2015:02:04 12:00:00,
2,0,0,0,Shakia,Reeser,Shakia's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  174,AUT-10155,92174,2015:01:25 12:00:00,2015:02:04 12:00:00,2015:02:04 12:00:00,
2,0,0,0,Bo,Pizana,Bo's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  179,AUT-10160,92179,2015:01:26 12:00:00,2015:02:05 12:00:00,2015:02:05 12:00:00,
2,0,0,0,Dulce,Hearn,Dulce's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  184,AUT-10164,92184,2015:01:27 12:00:00,2015:02:06 12:00:00,2015:02:06 12:00:00,
2,0,0,0,Hoa,Stumpf,Hoa's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  189,AUT-10169,92189,2015:01:27 12:00:00,2015:02:06 12:00:00,2015:02:06 12:00:00,
2,0,0,0,Wei,Singler,Wei's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  194,AUT-10174,92194,2015:01:28 12:00:00,2015:02:07 12:00:00,2015:02:07 12:00:00,
2,0,0,0,Denita,Manke,Denita's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  199,AUT-10178,92199,2015:01:29 12:00:00,2015:02:08 12:00:00,2015:02:08 12:00:00,
2,0,0,0,Lovella,Look,Lovella's Life / Term 10, 30,100.00, 1, 6, 3,Policy Number  204,LIF-10004,92204,2015:01:30 12:00:00,2015:02:09 12:00:00,2015:02:09 12:00:00,
2,0,0,0,Mildred,Mackin,Mildred's Auto / Auto, 1,500.00, 1, 1, 1,Policy Number  209,AUT-10185,92209,2015:01:30 12:00:00,2015:02:09 12:00:00,2015:02:09 12:00:00,
2,0,0,0,Ettie,Chilcott,Ettie's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  214,AUT-10188,92214,2015:01:31 12:00:00,2015:02:10 12:00:00,2015:02:10 12:00:00,
2,0,0,0,Seth,Penniman,Seth's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  219,AUT-10193,92219,2015:02:01 12:00:00,2015:02:11 12:00:00,2015:02:11 12:00:00,
2,0,0,0,Dara,Garner,Dara's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  224,AUT-10198,92224,2015:02:01 12:00:00,2015:02:11 12:00:00,2015:02:11 12:00:00,
2,0,0,0,Cheryle,Outlaw,Cheryle's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  229,AUT-10202,92229,2015:02:02 12:00:00,2015:02:12 12:00:00,2015:02:12 12:00:00,
2,0,0,0,Suzann,Moulder,Suzann's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  234,AUT-10207,92234,2015:02:03 12:00:00,2015:02:13 12:00:00,2015:02:13 12:00:00,
2,0,0,0,Vannesa,Caggiano,Vannesa's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  239,AUT-10212,92239,2015:02:04 12:00:00,2015:02:14 12:00:00,2015:02:14 12:00:00,
2,0,0,0,Dulcie,Criddle,Dulcie's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  244,AUT-10216,92244,2015:02:04 12:00:00,2015:02:14 12:00:00,2015:02:14 12:00:00,
2,0,0,0,Anissa,Mechling,Anissa's Auto / Auto, 1,500.00, 1, 5, 1,Policy Number  249,AUT-10221,92249,2015:02:05 12:00:00,2015:02:15 12:00:00,2015:02:15 12:00:00,
2,0,0,0,Julia,Gries,Julia's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  254,AUT-10226,92254,2015:02:06 12:00:00,2015:02:16 12:00:00,2015:02:16 12:00:00,
2,0,0,0,Millicent,Felberbaum,Millicent's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  259,AUT-10230,92259,2015:02:06 12:00:00,2015:02:16 12:00:00,2015:02:16 12:00:00,
2,0,0,0,Digna,Haglund,Digna's Auto / Trailer, 8,500.00, 1, 1, 1,Policy Number  264,AUT-10235,92264,2015:02:07 12:00:00,2015:02:17 12:00:00,2015:02:17 12:00:00,
2,0,0,0,Oscar,Eichman,Oscar's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  269,AUT-10239,92269,2015:02:08 12:00:00,2015:02:18 12:00:00,2015:02:18 12:00:00,
2,0,0,0,Sarina,Helgren,Sarina's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  274,AUT-10243,92274,2015:02:09 12:00:00,2015:02:19 12:00:00,2015:02:19 12:00:00,
2,0,0,0,Xenia,Muro,Xenia's Auto / Motor Home, 7,500.00, 2, 3, 1,Policy Number  279,AUT-10248,92279,2015:02:09 12:00:00,2015:02:19 12:00:00,2015:02:19 12:00:00,
4,0,0,0,Britney,Klepper,Britney's Auto / Auto Short, 4,500.00, 1, 4, 1,Policy Number  284,AUT-10253,92284,2015:02:10 12:00:00,2015:02:20 12:00:00,2015:02:20 12:00:00,2015:05:21 12:00:00
2,0,0,0,Beatris,Lazarus,Beatris's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  289,AUT-10257,92289,2015:02:11 12:00:00,2015:02:21 12:00:00,2015:02:21 12:00:00,
2,0,0,0,Lucilla,Falls,Lucilla's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  294,AUT-10262,92294,2015:02:11 12:00:00,2015:02:21 12:00:00,2015:02:21 12:00:00,
2,0,0,0,Venus,Rusnak,Venus's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  299,AUT-10267,92299,2015:02:12 12:00:00,2015:02:22 12:00:00,2015:02:22 12:00:00,
2,0,0,0,Caren,Lawhon,Caren's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  304,AUT-10270,92304,2015:02:13 12:00:00,2015:02:23 12:00:00,2015:02:23 12:00:00,
2,0,0,0,Florence,Pereyra,Florence's Deposit / Checking, 60,0.00, 1, 3, 3,Policy Number  309,DEP-10003,92309,2015:02:14 12:00:00,2015:02:24 12:00:00,2015:02:24 12:00:00,
2,0,0,0,Myrtice,Paynter,Myrtice's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  314,AUT-10278,92314,2015:02:14 12:00:00,2015:02:24 12:00:00,2015:02:24 12:00:00,
2,0,0,0,Latricia,Reichert,Latricia's Auto / Motor Home, 7,500.00, 1, 1, 1,Policy Number  319,AUT-10281,92319,2015:02:15 12:00:00,2015:02:25 12:00:00,2015:02:25 12:00:00,
2,0,0,0,Gaynell,Rowden,Gaynell's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  324,AUT-10286,92324,2015:02:16 12:00:00,2015:02:26 12:00:00,2015:02:26 12:00:00,
2,0,0,0,Georgianna,Hepler,Georgianna's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  329,AUT-10291,92329,2015:02:16 12:00:00,2015:02:26 12:00:00,2015:02:26 12:00:00,
2,0,0,0,Levi,Mcanally,Levi's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  334,AUT-10295,92334,2015:02:17 12:00:00,2015:02:27 12:00:00,2015:02:27 12:00:00,
2,0,0,0,Lavinia,Muldrow,Lavinia's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  339,AUT-10300,92339,2015:02:18 12:00:00,2015:02:28 12:00:00,2015:02:28 12:00:00,
2,0,0,0,Mindy,Robicheaux,Mindy's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  344,AUT-10305,92344,2015:02:19 12:00:00,2015:03:01 12:00:00,2015:03:01 12:00:00,
2,0,0,0,Numbers,Dorn,Numbers's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  349,AUT-10309,92349,2015:02:19 12:00:00,2015:03:01 12:00:00,2015:03:01 12:00:00,
2,0,0,0,Enda,Trejo,Enda's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  354,AUT-10314,92354,2015:02:20 12:00:00,2015:03:02 12:00:00,2015:03:02 12:00:00,
2,0,0,0,Lane,Reiber,Lane's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  359,AUT-10318,92359,2015:02:21 12:00:00,2015:03:03 12:00:00,2015:03:03 12:00:00,
2,0,0,0,Margrett,Bady,Margrett's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  364,AUT-10322,92364,2015:02:21 12:00:00,2015:03:03 12:00:00,2015:03:03 12:00:00,
2,0,0,0,Aide,Montague,Aide's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  369,AUT-10327,92369,2015:02:22 12:00:00,2015:03:04 12:00:00,2015:03:04 12:00:00,
2,0,0,0,Suzie,Irwin,Suzie's Auto / Motorcycle, 6,500.00, 1, 1, 1,Policy Number  374,AUT-10331,92374,2015:02:23 12:00:00,2015:03:05 12:00:00,2015:03:05 12:00:00,
2,0,0,0,Yuk,Harps,Yuk's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  379,AUT-10335,92379,2015:02:24 12:00:00,2015:03:06 12:00:00,2015:03:06 12:00:00,
2,0,0,0,Shalanda,Brumbelow,Shalanda's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  384,AUT-10340,92384,2015:02:24 12:00:00,2015:03:06 12:00:00,2015:03:06 12:00:00,
2,0,0,0,Gracie,Lango,Gracie's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  389,AUT-10345,92389,2015:02:25 12:00:00,2015:03:07 12:00:00,2015:03:07 12:00:00,
2,0,0,0,Allyn,Alvarado,Allyn's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  394,AUT-10349,92394,2015:02:26 12:00:00,2015:03:08 12:00:00,2015:03:08 12:00:00,
2,0,0,0,Thu,Fuss,Thu's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  399,AUT-10354,92399,2015:02:26 12:00:00,2015:03:08 12:00:00,2015:03:08 12:00:00,
2,0,0,0,Jeanette,Daddario,Jeanette's Loan / Credit Card, 53,0.00, 1, 3, 3,Policy Number  404,LON-10004,92404,2015:02:27 12:00:00,2015:03:09 12:00:00,2015:03:09 12:00:00,
2,0,0,0,Delora,Mayton,Delora's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  409,AUT-10361,92409,2015:02:28 12:00:00,2015:03:10 12:00:00,2015:03:10 12:00:00,
2,0,0,0,Virgilio,Sy,Virgilio's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  414,AUT-10365,92414,2015:03:01 12:00:00,2015:03:11 12:00:00,2015:03:11 12:00:00,
2,0,0,0,Candance,Rylander,Candance's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  419,AUT-10370,92419,2015:03:01 12:00:00,2015:03:11 12:00:00,2015:03:11 12:00:00,
2,0,0,0,Ernest,Wilkenson,Ernest's Health / Med Sup, 47,10000.00, 1, 3, 3,Policy Number  424,HLT-10008,92424,2015:03:02 12:00:00,2015:03:12 12:00:00,2015:03:12 12:00:00,
2,0,0,0,Karoline,Stephen,Karoline's Auto / Commercial, 5,500.00, 1, 1, 1,Policy Number  429,AUT-10378,92429,2015:03:03 12:00:00,2015:03:13 12:00:00,2015:03:13 12:00:00,
2,0,0,0,Carmon,Hazelwood,Carmon's Auto / ATV/Snow, 2,500.00, 2, 3, 1,Policy Number  434,AUT-10383,92434,2015:03:03 12:00:00,2015:03:13 12:00:00,2015:03:13 12:00:00,
2,0,0,0,Thuy,Tarrant,Thuy's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  439,AUT-10387,92439,2015:03:04 12:00:00,2015:03:14 12:00:00,2015:03:14 12:00:00,
2,0,0,0,Ayana,Rudnick,Ayana's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  444,AUT-10392,92444,2015:03:05 12:00:00,2015:03:15 12:00:00,2015:03:15 12:00:00,
2,0,0,0,Antonette,Aguon,Antonette's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  449,AUT-10397,92449,2015:03:06 12:00:00,2015:03:16 12:00:00,2015:03:16 12:00:00,
2,0,0,0,Teofila,Hoskin,Teofila's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  454,AUT-10401,92454,2015:03:06 12:00:00,2015:03:16 12:00:00,2015:03:16 12:00:00,
2,0,0,0,Erna,Quesada,Erna's Life / UL Increase, 35,100.00, 1, 6, 3,Policy Number  459,LIF-10008,92459,2015:03:07 12:00:00,2015:03:17 12:00:00,2015:03:17 12:00:00,
2,0,0,0,Bianca,Sedgwick,Bianca's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  464,AUT-10410,92464,2015:03:08 12:00:00,2015:03:18 12:00:00,2015:03:18 12:00:00,
2,0,0,0,Belva,Stipe,Belva's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  469,AUT-10414,92469,2015:03:08 12:00:00,2015:03:18 12:00:00,2015:03:18 12:00:00,
2,0,0,0,Junko,Bergeron,Junko's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  474,AUT-10419,92474,2015:03:09 12:00:00,2015:03:19 12:00:00,2015:03:19 12:00:00,
2,0,0,0,Jerica,Mundell,Jerica's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  479,AUT-10423,92479,2015:03:10 12:00:00,2015:03:20 12:00:00,2015:03:20 12:00:00,
2,0,0,0,Bernie,Menzel,Bernie's Auto / Auto Short, 4,500.00, 1, 1, 1,Policy Number  484,AUT-10427,92484,2015:03:11 12:00:00,2015:03:21 12:00:00,2015:03:21 12:00:00,
2,0,0,0,Luanne,Chmura,Luanne's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  489,AUT-10432,92489,2015:03:11 12:00:00,2015:03:21 12:00:00,2015:03:21 12:00:00,
2,0,0,0,Lakia,Capehart,Lakia's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  494,AUT-10437,92494,2015:03:12 12:00:00,2015:03:22 12:00:00,2015:03:22 12:00:00,
2,0,0,0,Gwenn,Eubank,Gwenn's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  499,AUT-10441,92499,2015:03:13 12:00:00,2015:03:23 12:00:00,2015:03:23 12:00:00,
2,0,0,0,Chandra,Boldt,Chandra's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  504,AUT-10446,92504,2015:03:13 12:00:00,2015:03:23 12:00:00,2015:03:23 12:00:00,
2,0,0,0,Magdalena,Atterberry,Magdalena's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  509,AUT-10450,92509,2015:03:14 12:00:00,2015:03:24 12:00:00,2015:03:24 12:00:00,
2,0,0,0,Kina,Bolz,Kina's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  514,AUT-10454,92514,2015:03:15 12:00:00,2015:03:25 12:00:00,2015:03:25 12:00:00,
2,0,0,0,Reid,Harriman,Reid's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  519,AUT-10458,92519,2015:03:16 12:00:00,2015:03:26 12:00:00,2015:03:26 12:00:00,
2,0,0,0,Shan,Vieira,Shan's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  524,AUT-10463,92524,2015:03:16 12:00:00,2015:03:26 12:00:00,2015:03:26 12:00:00,
2,0,0,0,Leda,Chadd,Leda's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  529,AUT-10467,92529,2015:03:17 12:00:00,2015:03:27 12:00:00,2015:03:27 12:00:00,
2,0,0,0,Bobbie,Pasley,Bobbie's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  534,AUT-10471,92534,2015:03:18 12:00:00,2015:03:28 12:00:00,2015:03:28 12:00:00,
2,0,0,0,Grace,Sievers,Grace's Auto / Auto DSS, 3,500.00, 1, 1, 1,Policy Number  539,AUT-10476,92539,2015:03:18 12:00:00,2015:03:28 12:00:00,2015:03:28 12:00:00,
2,0,0,0,Eve,Pough,Eve's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  544,AUT-10480,92544,2015:03:19 12:00:00,2015:03:29 12:00:00,2015:03:29 12:00:00,
2,0,0,0,Angeline,Woodruff,Angeline's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  549,AUT-10485,92549,2015:03:20 12:00:00,2015:03:30 12:00:00,2015:03:30 12:00:00,
2,0,0,0,Maryalice,Gabrielli,Maryalice's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  554,AUT-10490,92554,2015:03:21 12:00:00,2015:03:31 12:00:00,2015:03:31 12:00:00,
2,0,0,0,Zofia,Palen,Zofia's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  559,AUT-10494,92559,2015:03:21 12:00:00,2015:03:31 12:00:00,2015:03:31 12:00:00,
2,0,0,0,Wanda,Valdovinos,Wanda's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  564,AUT-10498,92564,2015:03:22 12:00:00,2015:04:01 12:00:00,2015:04:01 12:00:00,
2,0,0,0,Eva,Bellefeuille,Eva's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  569,AUT-10503,92569,2015:03:23 12:00:00,2015:04:02 12:00:00,2015:04:02 12:00:00,
2,0,0,0,Brigid,Angle,Brigid's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  574,AUT-10507,92574,2015:03:23 12:00:00,2015:04:02 12:00:00,2015:04:02 12:00:00,
2,0,0,0,Latrina,Saeger,Latrina's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  579,AUT-10512,92579,2015:03:24 12:00:00,2015:04:03 12:00:00,2015:04:03 12:00:00,
2,0,0,0,Jc,Manrique,Jc's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  584,AUT-10516,92584,2015:03:25 12:00:00,2015:04:04 12:00:00,2015:04:04 12:00:00,
2,0,0,0,Ami,Monier,Ami's Auto / Commercial, 5,500.00, 2, 3, 1,Policy Number  589,AUT-10520,92589,2015:03:26 12:00:00,2015:04:05 12:00:00,2015:04:05 12:00:00,
2,0,0,0,Gene,Latch,Gene's Auto / ATV/Snow, 2,500.00, 1, 1, 1,Policy Number  594,AUT-10525,92594,2015:03:26 12:00:00,2015:04:05 12:00:00,2015:04:05 12:00:00,
2,0,0,0,Torri,Bale,Torri's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  599,AUT-10530,92599,2015:03:27 12:00:00,2015:04:06 12:00:00,2015:04:06 12:00:00,
2,0,0,0,Noelle,Tillmon,Noelle's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  604,AUT-10534,92604,2015:03:28 12:00:00,2015:04:07 12:00:00,2015:04:07 12:00:00,
2,0,0,0,Cecelia,Smelley,Cecelia's Auto / Auto, 1,500.00, 1, 8, 1,Policy Number  609,AUT-10538,92609,2015:03:28 12:00:00,2015:04:07 12:00:00,2015:04:07 12:00:00,
2,0,0,0,Evangelina,Guillory,Evangelina's Auto / Motorcycle, 6,500.00, 1, 3, 1,Policy Number  614,AUT-10542,92614,2015:03:29 12:00:00,2015:04:08 12:00:00,2015:04:08 12:00:00,
2,0,0,0,Lore,Nutting,Lore's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  619,AUT-10545,92619,2015:03:30 12:00:00,2015:04:09 12:00:00,2015:04:09 12:00:00,
2,0,0,0,Emilie,Blakely,Emilie's Auto / Trailer, 8,500.00, 1, 3, 1,Policy Number  624,AUT-10550,92624,2015:03:31 12:00:00,2015:04:10 12:00:00,2015:04:10 12:00:00,
2,0,0,0,Collette,Mcmanus,Collette's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  629,AUT-10555,92629,2015:03:31 12:00:00,2015:04:10 12:00:00,2015:04:10 12:00:00,
2,0,0,0,Gwyn,Kurz,Gwyn's Auto / ATV/Snow, 2,500.00, 1, 3, 1,Policy Number  634,AUT-10559,92634,2015:04:01 12:00:00,2015:04:11 12:00:00,2015:04:11 12:00:00,
4,0,0,0,Gilma,Heflin,Gilma's Auto / Motor Home, 7,500.00, 1, 4, 1,Policy Number  639,AUT-10563,92639,2015:04:02 12:00:00,2015:04:12 12:00:00,2015:04:12 12:00:00,2015:07:11 12:00:00
2,0,0,0,Malena,Royce,Malena's Auto / Auto Short, 4,500.00, 1, 3, 1,Policy Number  644,AUT-10568,92644,2015:04:02 12:00:00,2015:04:12 12:00:00,2015:04:12 12:00:00,
