status,renewal,reinstate,old_user_id,first,last,description,category_id, premium,business_type_id,source_type_id,lenght_type_id,notes,policy_number,zip_code,date_written,date_issued,date_effective,date_canceled
2,0,0,0,Caron,Tomlin,Caron's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  85,AUT-10078,92085,2015:01:13 12:00:00,2015:01:23 12:00:00,2015:01:23 12:00:00,
2,0,0,0,Sunni,Hollis,Sunni's Fire / Commercial, 14,1000.00, 1, 2, 2,Policy Number  90,FIR-10006,92090,2015:01:13 12:00:00,2015:01:23 12:00:00,2015:01:23 12:00:00,
2,0,0,0,Georgianna,Weldy,Georgianna's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  95,AUT-10087,92095,2015:01:14 12:00:00,2015:01:24 12:00:00,2015:01:24 12:00:00,
3,0,0,0,Yoko,Mcmahon,Yoko's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  100,AUT-10092,92100,2015:01:15 12:00:00,,,
2,0,0,0,Luther,Parada,Luther's Fire / Fire, 9,1000.00, 1, 3, 2,Policy Number  105,FIR-10007,92105,2015:01:15 12:00:00,2015:01:25 12:00:00,2015:01:25 12:00:00,
2,0,0,0,Jeanne,Matthew,Jeanne's Auto / Motorcycle, 6,500.00, 1, 1, 1,Policy Number  110,AUT-10097,92110,2015:01:16 12:00:00,2015:01:26 12:00:00,2015:01:26 12:00:00,
2,0,0,0,Darell,Higham,Darell's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  115,AUT-10102,92115,2015:01:17 12:00:00,2015:01:27 12:00:00,2015:01:27 12:00:00,
2,0,0,0,Teena,Krone,Teena's Fire / Earthquake, 16,1000.00, 1, 2, 2,Policy Number  120,FIR-10008,92120,2015:01:18 12:00:00,2015:01:28 12:00:00,2015:01:28 12:00:00,
2,0,0,0,Aurea,Salmon,Aurea's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  125,AUT-10111,92125,2015:01:18 12:00:00,2015:01:28 12:00:00,2015:01:28 12:00:00,
2,0,0,0,Tamica,Bureau,Tamica's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  130,AUT-10116,92130,2015:01:19 12:00:00,2015:01:29 12:00:00,2015:01:29 12:00:00,
2,0,0,0,Mohammed,Corsi,Mohammed's Fire / Flood, 17,1000.00, 1, 3, 2,Policy Number  135,FIR-10009,92135,2015:01:20 12:00:00,2015:01:30 12:00:00,2015:01:30 12:00:00,
2,0,0,0,Fredericka,Kornegay,Fredericka's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  140,AUT-10125,92140,2015:01:20 12:00:00,2015:01:30 12:00:00,2015:01:30 12:00:00,
2,0,0,0,Flossie,Brandis,Flossie's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  145,AUT-10130,92145,2015:01:21 12:00:00,2015:01:31 12:00:00,2015:01:31 12:00:00,
2,0,0,0,Miles,Mcdougle,Miles's Fire / Homeowners, 18,1000.00, 1, 2, 2,Policy Number  150,FIR-10010,92150,2015:01:22 12:00:00,2015:02:01 12:00:00,2015:02:01 12:00:00,
2,0,0,0,Brenton,Swinger,Brenton's Auto / Auto DSS, 3,500.00, 2, 3, 1,Policy Number  155,AUT-10138,92155,2015:01:23 12:00:00,2015:02:02 12:00:00,2015:02:02 12:00:00,
2,0,0,0,Marla,Anger,Marla's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  160,AUT-10142,92160,2015:01:23 12:00:00,2015:02:02 12:00:00,2015:02:02 12:00:00,
2,0,0,0,Elisa,Kriss,Elisa's Fire / Manufactured Home, 19,1000.00, 1, 1, 2,Policy Number  165,FIR-10011,92165,2015:01:24 12:00:00,2015:02:03 12:00:00,2015:02:03 12:00:00,
2,0,0,0,Beverly,Morlan,Beverly's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  170,AUT-10151,92170,2015:01:25 12:00:00,2015:02:04 12:00:00,2015:02:04 12:00:00,
2,0,0,0,Carina,Lyman,Carina's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  175,AUT-10156,92175,2015:01:25 12:00:00,2015:02:04 12:00:00,2015:02:04 12:00:00,
2,0,0,0,Lady,Staub,Lady's Fire / PAP, 20,1000.00, 1, 2, 2,Policy Number  180,FIR-10012,92180,2015:01:26 12:00:00,2015:02:05 12:00:00,2015:02:05 12:00:00,
2,0,0,0,Kiera,Coughlan,Kiera's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  185,AUT-10165,92185,2015:01:27 12:00:00,2015:02:06 12:00:00,2015:02:06 12:00:00,
2,0,0,0,Carmina,Gordy,Carmina's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  190,AUT-10170,92190,2015:01:28 12:00:00,2015:02:07 12:00:00,2015:02:07 12:00:00,
2,0,0,0,Curt,Coller,Curt's Fire / PLUP, 21,1000.00, 1, 3, 2,Policy Number  195,FIR-10013,92195,2015:01:28 12:00:00,2015:02:07 12:00:00,2015:02:07 12:00:00,
3,0,0,0,Bula,Gerling,Bula's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  200,AUT-10179,92200,2015:01:29 12:00:00,,,
2,0,0,0,Twanna,Darner,Twanna's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  205,AUT-10182,92205,2015:01:30 12:00:00,2015:02:09 12:00:00,2015:02:09 12:00:00,
2,0,0,0,Lakia,Saulters,Lakia's Fire / Apt Building, 10,1000.00, 1, 2, 2,Policy Number  210,FIR-10014,92210,2015:01:30 12:00:00,2015:02:09 12:00:00,2015:02:09 12:00:00,
2,0,0,0,Octavio,Coldwell,Octavio's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  215,AUT-10189,92215,2015:01:31 12:00:00,2015:02:10 12:00:00,2015:02:10 12:00:00,
2,0,0,0,Regan,Carmean,Regan's Auto / Auto Short, 4,500.00, 1, 1, 1,Policy Number  220,AUT-10194,92220,2015:02:01 12:00:00,2015:02:11 12:00:00,2015:02:11 12:00:00,
2,0,0,0,Nga,Agena,Nga's Fire / RDP, 23,1000.00, 1, 3, 2,Policy Number  225,FIR-10015,92225,2015:02:02 12:00:00,2015:02:12 12:00:00,2015:02:12 12:00:00,
2,0,0,0,Clementine,Lieu,Clementine's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  230,AUT-10203,92230,2015:02:02 12:00:00,2015:02:12 12:00:00,2015:02:12 12:00:00,
2,0,0,0,Janetta,Wollard,Janetta's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  235,AUT-10208,92235,2015:02:03 12:00:00,2015:02:13 12:00:00,2015:02:13 12:00:00,
2,0,0,0,Laverne,Wengerd,Laverne's Fire / Renters, 24,1000.00, 1, 2, 2,Policy Number  240,FIR-10016,92240,2015:02:04 12:00:00,2015:02:14 12:00:00,2015:02:14 12:00:00,
2,0,0,0,Domenica,Hiemstra,Domenica's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  245,AUT-10217,92245,2015:02:04 12:00:00,2015:02:14 12:00:00,2015:02:14 12:00:00,
2,0,0,0,Manda,Arthurs,Manda's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  250,AUT-10222,92250,2015:02:05 12:00:00,2015:02:15 12:00:00,2015:02:15 12:00:00,
2,0,0,0,Lucile,Styles,Lucile's Fire / CLUP, 13,1000.00, 1, 6, 2,Policy Number  255,FIR-10017,92255,2015:02:06 12:00:00,2015:02:16 12:00:00,2015:02:16 12:00:00,
2,0,0,0,Iona,Gilligan,Iona's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  260,AUT-10231,92260,2015:02:07 12:00:00,2015:02:17 12:00:00,2015:02:17 12:00:00,
2,0,0,0,Tova,Slayton,Tova's Health / Hosp Inc, 44,10000.00, 1, 3, 3,Policy Number  265,HLT-10005,92265,2015:02:07 12:00:00,2015:02:17 12:00:00,2015:02:17 12:00:00,
2,0,0,0,Tasia,Catalan,Tasia's Fire / Fire, 9,1000.00, 1, 2, 2,Policy Number  270,FIR-10018,92270,2015:02:08 12:00:00,2015:02:18 12:00:00,2015:02:18 12:00:00,
2,0,0,0,Ka,Britt,Ka's Auto / Auto DSS, 3,500.00, 1, 1, 1,Policy Number  275,AUT-10244,92275,2015:02:09 12:00:00,2015:02:19 12:00:00,2015:02:19 12:00:00,
2,0,0,0,Alphonso,Canterbury,Alphonso's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  280,AUT-10249,92280,2015:02:09 12:00:00,2015:02:19 12:00:00,2015:02:19 12:00:00,
2,0,0,0,Tamara,Simson,Tamara's Fire / Apt Building, 10,1000.00, 1, 3, 2,Policy Number  285,FIR-10019,92285,2015:02:10 12:00:00,2015:02:20 12:00:00,2015:02:20 12:00:00,
2,0,0,0,Wyatt,Crase,Wyatt's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  290,AUT-10258,92290,2015:02:11 12:00:00,2015:02:21 12:00:00,2015:02:21 12:00:00,
2,0,0,0,Markita,Halvorson,Markita's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  295,AUT-10263,92295,2015:02:12 12:00:00,2015:02:22 12:00:00,2015:02:22 12:00:00,
3,0,0,0,Nia,Unknow,Nia's Fire / Boat, 11,1000.00, 1, 2, 2,Policy Number  300,FIR-10020,92300,2015:02:12 12:00:00,,,
2,0,0,0,Misty,Delnero,Misty's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  305,AUT-10271,92305,2015:02:13 12:00:00,2015:02:23 12:00:00,2015:02:23 12:00:00,
2,0,0,0,Emmett,Selden,Emmett's Auto / Motorcycle, 6,500.00, 2, 2, 1,Policy Number  310,AUT-10274,92310,2015:02:14 12:00:00,2015:02:24 12:00:00,2015:02:24 12:00:00,
2,0,0,0,Eileen,Backer,Eileen's Fire / Boat, 11,1000.00, 1, 3, 2,Policy Number  315,FIR-10021,92315,2015:02:14 12:00:00,2015:02:24 12:00:00,2015:02:24 12:00:00,
2,0,0,0,Petronila,Lall,Petronila's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  320,AUT-10282,92320,2015:02:15 12:00:00,2015:02:25 12:00:00,2015:02:25 12:00:00,
2,0,0,0,Jodee,Langenfeld,Jodee's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  325,AUT-10287,92325,2015:02:16 12:00:00,2015:02:26 12:00:00,2015:02:26 12:00:00,
2,0,0,0,Lashanda,Galang,Lashanda's Fire / CLUP, 13,1000.00, 1, 1, 2,Policy Number  330,FIR-10022,92330,2015:02:17 12:00:00,2015:02:27 12:00:00,2015:02:27 12:00:00,
2,0,0,0,Lucas,Cooney,Lucas's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  335,AUT-10296,92335,2015:02:17 12:00:00,2015:02:27 12:00:00,2015:02:27 12:00:00,
2,0,0,0,Brittaney,Parton,Brittaney's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  340,AUT-10301,92340,2015:02:18 12:00:00,2015:02:28 12:00:00,2015:02:28 12:00:00,
2,0,0,0,Stanley,Poeppelman,Stanley's Fire / Commercial, 14,1000.00, 1, 3, 2,Policy Number  345,FIR-10023,92345,2015:02:19 12:00:00,2015:03:01 12:00:00,2015:03:01 12:00:00,
2,0,0,0,Rosanne,Billick,Rosanne's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  350,AUT-10310,92350,2015:02:19 12:00:00,2015:03:01 12:00:00,2015:03:01 12:00:00,
4,0,0,0,Gabriela,Mohan,Gabriela's Auto / Auto DSS, 3,500.00, 1, 4, 1,Policy Number  355,AUT-10315,92355,2015:02:20 12:00:00,2015:03:02 12:00:00,2015:03:02 12:00:00,2015:05:31 12:00:00
2,0,0,0,Belen,Moynihan,Belen's Fire / Condo, 15,1000.00, 1, 2, 2,Policy Number  360,FIR-10024,92360,2015:02:21 12:00:00,2015:03:03 12:00:00,2015:03:03 12:00:00,
2,0,0,0,Rudy,Tankersley,Rudy's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  365,AUT-10323,92365,2015:02:22 12:00:00,2015:03:04 12:00:00,2015:03:04 12:00:00,
2,0,0,0,Miss,Keisler,Miss's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  370,AUT-10328,92370,2015:02:22 12:00:00,2015:03:04 12:00:00,2015:03:04 12:00:00,
2,0,0,0,Jayna,Plouffe,Jayna's Fire / Earthquake, 16,1000.00, 1, 3, 2,Policy Number  375,FIR-10025,92375,2015:02:23 12:00:00,2015:03:05 12:00:00,2015:03:05 12:00:00,
2,0,0,0,Jenee,Humiston,Jenee's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  380,AUT-10336,92380,2015:02:24 12:00:00,2015:03:06 12:00:00,2015:03:06 12:00:00,
2,0,0,0,Lyndsay,Papa,Lyndsay's Auto / Auto, 1,500.00, 1, 1, 1,Policy Number  385,AUT-10341,92385,2015:02:24 12:00:00,2015:03:06 12:00:00,2015:03:06 12:00:00,
2,0,0,0,Kaila,Linhart,Kaila's Fire / Flood, 17,1000.00, 1, 2, 2,Policy Number  390,FIR-10026,92390,2015:02:25 12:00:00,2015:03:07 12:00:00,2015:03:07 12:00:00,
2,0,0,0,Terry,Rudy,Terry's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  395,AUT-10350,92395,2015:02:26 12:00:00,2015:03:08 12:00:00,2015:03:08 12:00:00,
3,0,0,0,Normand,Weigel,Normand's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  400,AUT-10355,92400,2015:02:27 12:00:00,,,
2,0,0,0,Ayanna,Bickley,Ayanna's Fire / Homeowners, 18,1000.00, 1, 3, 2,Policy Number  405,FIR-10027,92405,2015:02:27 12:00:00,2015:03:09 12:00:00,2015:03:09 12:00:00,
2,0,0,0,Cleta,Thoma,Cleta's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  410,AUT-10362,92410,2015:02:28 12:00:00,2015:03:10 12:00:00,2015:03:10 12:00:00,
2,0,0,0,Collene,Mowery,Collene's Auto / Motor Home, 7,500.00, 1, 5, 1,Policy Number  415,AUT-10366,92415,2015:03:01 12:00:00,2015:03:11 12:00:00,2015:03:11 12:00:00,
2,0,0,0,Elizabet,Correira,Elizabet's Fire / Bond, 12,1000.00, 1, 2, 2,Policy Number  420,FIR-10028,92420,2015:03:01 12:00:00,2015:03:11 12:00:00,2015:03:11 12:00:00,
2,0,0,0,Marcelene,Gilden,Marcelene's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  425,AUT-10374,92425,2015:03:02 12:00:00,2015:03:12 12:00:00,2015:03:12 12:00:00,
2,0,0,0,Scotty,Waid,Scotty's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  430,AUT-10379,92430,2015:03:03 12:00:00,2015:03:13 12:00:00,2015:03:13 12:00:00,
2,0,0,0,Dayle,Starke,Dayle's Fire / PAP, 20,1000.00, 1, 3, 2,Policy Number  435,FIR-10029,92435,2015:03:04 12:00:00,2015:03:14 12:00:00,2015:03:14 12:00:00,
2,0,0,0,Jill,Lesage,Jill's Auto / Trailer, 8,500.00, 1, 1, 1,Policy Number  440,AUT-10388,92440,2015:03:04 12:00:00,2015:03:14 12:00:00,2015:03:14 12:00:00,
2,0,0,0,Shyla,Fry,Shyla's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  445,AUT-10393,92445,2015:03:05 12:00:00,2015:03:15 12:00:00,2015:03:15 12:00:00,
2,0,0,0,Marianne,Lemire,Marianne's Fire / PLUP, 21,1000.00, 1, 2, 2,Policy Number  450,FIR-10030,92450,2015:03:06 12:00:00,2015:03:16 12:00:00,2015:03:16 12:00:00,
2,0,0,0,Anglea,Goodrow,Anglea's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  455,AUT-10402,92455,2015:03:06 12:00:00,2015:03:16 12:00:00,2015:03:16 12:00:00,
2,0,0,0,Johnsie,Rothenberger,Johnsie's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  460,AUT-10406,92460,2015:03:07 12:00:00,2015:03:17 12:00:00,2015:03:17 12:00:00,
2,0,0,0,Aldo,Ingraham,Aldo's Fire / RCUP, 22,1000.00, 2, 3, 2,Policy Number  465,FIR-10031,92465,2015:03:08 12:00:00,2015:03:18 12:00:00,2015:03:18 12:00:00,
2,0,0,0,Marleen,Winkler,Marleen's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  470,AUT-10415,92470,2015:03:09 12:00:00,2015:03:19 12:00:00,2015:03:19 12:00:00,
2,0,0,0,Robin,Cuffee,Robin's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  475,AUT-10420,92475,2015:03:09 12:00:00,2015:03:19 12:00:00,2015:03:19 12:00:00,
2,0,0,0,Marianne,Oloughlin,Marianne's Fire / RDP, 23,1000.00, 1, 2, 2,Policy Number  480,FIR-10032,92480,2015:03:10 12:00:00,2015:03:20 12:00:00,2015:03:20 12:00:00,
2,0,0,0,Calvin,Wickliffe,Calvin's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  485,AUT-10428,92485,2015:03:11 12:00:00,2015:03:21 12:00:00,2015:03:21 12:00:00,
2,0,0,0,Stephanie,Bobadilla,Stephanie's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  490,AUT-10433,92490,2015:03:11 12:00:00,2015:03:21 12:00:00,2015:03:21 12:00:00,
2,0,0,0,Sena,Balicki,Sena's Fire / Renters, 24,1000.00, 1, 1, 2,Policy Number  495,FIR-10033,92495,2015:03:12 12:00:00,2015:03:22 12:00:00,2015:03:22 12:00:00,
3,0,0,0,Marinda,Solum,Marinda's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  500,AUT-10442,92500,2015:03:13 12:00:00,,,
2,0,0,0,Carroll,Alred,Carroll's Loan / Ext Mtg Refi, 54,0.00, 1, 3, 3,Policy Number  505,LON-10005,92505,2015:03:14 12:00:00,2015:03:24 12:00:00,2015:03:24 12:00:00,
2,0,0,0,Ivana,Mullarkey,Ivana's Fire / Homeowners, 18,1000.00, 1, 2, 2,Policy Number  510,FIR-10034,92510,2015:03:14 12:00:00,2015:03:24 12:00:00,2015:03:24 12:00:00,
2,0,0,0,Mila,Terhaar,Mila's Deposit / Money Market, 62,0.00, 1, 3, 3,Policy Number  515,DEP-10005,92515,2015:03:15 12:00:00,2015:03:25 12:00:00,2015:03:25 12:00:00,
2,0,0,0,Vernita,Haskell,Vernita's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  520,AUT-10459,92520,2015:03:16 12:00:00,2015:03:26 12:00:00,2015:03:26 12:00:00,
2,0,0,0,Florrie,Rance,Florrie's Fire / CLUP, 13,1000.00, 1, 3, 2,Policy Number  525,FIR-10035,92525,2015:03:16 12:00:00,2015:03:26 12:00:00,2015:03:26 12:00:00,
2,0,0,0,Birdie,Guild,Birdie's Health / Assurnat ST, 49,10000.00, 1, 2, 3,Policy Number  530,HLT-10010,92530,2015:03:17 12:00:00,2015:03:27 12:00:00,2015:03:27 12:00:00,
2,0,0,0,Kimi,Gass,Kimi's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  535,AUT-10472,92535,2015:03:18 12:00:00,2015:03:28 12:00:00,2015:03:28 12:00:00,
2,0,0,0,Zachery,Wengert,Zachery's Fire / Apt Building, 10,1000.00, 1, 2, 2,Policy Number  540,FIR-10036,92540,2015:03:19 12:00:00,2015:03:29 12:00:00,2015:03:29 12:00:00,
2,0,0,0,Easter,Sainz,Easter's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  545,AUT-10481,92545,2015:03:19 12:00:00,2015:03:29 12:00:00,2015:03:29 12:00:00,
2,0,0,0,Providencia,Horne,Providencia's Auto / Motorcycle, 6,500.00, 1, 1, 1,Policy Number  550,AUT-10486,92550,2015:03:20 12:00:00,2015:03:30 12:00:00,2015:03:30 12:00:00,
2,0,0,0,Ciera,Bard,Ciera's Fire / Boat, 11,1000.00, 1, 3, 2,Policy Number  555,FIR-10037,92555,2015:03:21 12:00:00,2015:03:31 12:00:00,2015:03:31 12:00:00,
2,0,0,0,Gilma,Raskin,Gilma's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  560,AUT-10495,92560,2015:03:21 12:00:00,2015:03:31 12:00:00,2015:03:31 12:00:00,
2,0,0,0,Leanna,Styron,Leanna's Auto / Commercial, 5,500.00, 1, 3, 1,Policy Number  565,AUT-10499,92565,2015:03:22 12:00:00,2015:04:01 12:00:00,2015:04:01 12:00:00,
2,0,0,0,Sommer,Nawrocki,Sommer's Fire / Bond, 12,1000.00, 1, 2, 2,Policy Number  570,FIR-10038,92570,2015:03:23 12:00:00,2015:04:02 12:00:00,2015:04:02 12:00:00,
2,0,0,0,Allison,Kirtley,Allison's Auto / Motor Home, 7,500.00, 1, 3, 1,Policy Number  575,AUT-10508,92575,2015:03:24 12:00:00,2015:04:03 12:00:00,2015:04:03 12:00:00,
2,0,0,0,Elaina,Pittenger,Elaina's Auto / Auto Short, 4,500.00, 1, 2, 1,Policy Number  580,AUT-10513,92580,2015:03:24 12:00:00,2015:04:03 12:00:00,2015:04:03 12:00:00,
2,0,0,0,Candra,Hillsman,Candra's Fire / CLUP, 13,1000.00, 1, 3, 2,Policy Number  585,FIR-10039,92585,2015:03:25 12:00:00,2015:04:04 12:00:00,2015:04:04 12:00:00,
2,0,0,0,Yvette,Bettis,Yvette's Auto / Motorcycle, 6,500.00, 1, 2, 1,Policy Number  590,AUT-10521,92590,2015:03:26 12:00:00,2015:04:05 12:00:00,2015:04:05 12:00:00,
2,0,0,0,Alia,Lauritzen,Alia's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  595,AUT-10526,92595,2015:03:26 12:00:00,2015:04:05 12:00:00,2015:04:05 12:00:00,
3,0,0,0,Brant,Brandt,Brant's Fire / Commercial, 14,1000.00, 1, 2, 2,Policy Number  600,FIR-10040,92600,2015:03:27 12:00:00,,,
2,0,0,0,Lynne,Mandeville,Lynne's Auto / Commercial, 5,500.00, 1, 1, 1,Policy Number  605,AUT-10535,92605,2015:03:28 12:00:00,2015:04:07 12:00:00,2015:04:07 12:00:00,
2,0,0,0,Armida,Numbers,Armida's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  610,AUT-10539,92610,2015:03:29 12:00:00,2015:04:08 12:00:00,2015:04:08 12:00:00,
2,0,0,0,Azzie,Villafane,Azzie's Fire / Condo, 15,1000.00, 1, 3, 2,Policy Number  615,FIR-10041,92615,2015:03:29 12:00:00,2015:04:08 12:00:00,2015:04:08 12:00:00,
2,0,0,0,Kenny,Lederer,Kenny's Auto / Auto Short, 4,500.00, 2, 2, 1,Policy Number  620,AUT-10546,92620,2015:03:30 12:00:00,2015:04:09 12:00:00,2015:04:09 12:00:00,
2,0,0,0,Somer,Valle,Somer's Auto / Auto, 1,500.00, 1, 3, 1,Policy Number  625,AUT-10551,92625,2015:03:31 12:00:00,2015:04:10 12:00:00,2015:04:10 12:00:00,
2,0,0,0,Rachele,Yeoman,Rachele's Fire / Commercial, 14,1000.00, 1, 2, 2,Policy Number  630,FIR-10042,92630,2015:03:31 12:00:00,2015:04:10 12:00:00,2015:04:10 12:00:00,
2,0,0,0,Dyan,Phegley,Dyan's Auto / Auto DSS, 3,500.00, 1, 3, 1,Policy Number  635,AUT-10560,92635,2015:04:01 12:00:00,2015:04:11 12:00:00,2015:04:11 12:00:00,
2,0,0,0,Hye,Klimas,Hye's Auto / Trailer, 8,500.00, 1, 2, 1,Policy Number  640,AUT-10564,92640,2015:04:02 12:00:00,2015:04:12 12:00:00,2015:04:12 12:00:00,
2,0,0,0,Catarina,Brazelton,Catarina's Fire / Flood, 17,1000.00, 1, 3, 2,Policy Number  645,FIR-10043,92645,2015:04:03 12:00:00,2015:04:13 12:00:00,2015:04:13 12:00:00,
2,0,0,0,Deangelo,Neloms,Deangelo's Auto / ATV/Snow, 2,500.00, 1, 2, 1,Policy Number  650,AUT-10573,92650,2015:04:03 12:00:00,2015:04:13 12:00:00,2015:04:13 12:00:00,
